Event,Voltage1,Voltage2
33,-0.104610615,2.766331238
33,-0.080490016,2.846733261
33,-0.09657041536,2.80653225
33,-0.08853021568,2.80653225
33,-0.07244981632,2.726130227
33,-0.06440961664,2.685929216
33,-0.04832921728,2.886934272
33,-0.09657041536,2.766331238
33,-0.080490016,2.886934272
33,-0.07244981632,2.766331238
33,-0.080490016,2.726130227
33,-0.07244981632,2.605527194
33,-0.080490016,2.645728205
33,-0.06440961664,2.605527194
33,-0.06440961664,2.645728205
33,-0.080490016,2.685929216
33,-0.080490016,2.726130227
33,-0.08853021568,2.766331238
33,-0.1528518131,2.766331238
33,-0.1367714138,2.846733261
33,-0.1367714138,2.886934272
33,-0.1126508147,2.927135283
33,-0.09657041536,2.886934272
33,-0.07244981632,3.007537306
33,-0.07244981632,3.047738317
33,-0.07244981632,2.967336294
33,-0.080490016,2.967336294
33,-0.06440961664,2.927135283
33,-0.06440961664,2.967336294
33,-0.080490016,2.886934272
33,-0.080490016,2.80653225
33,-0.080490016,2.766331238
33,-0.07244981632,2.766331238
33,-0.080490016,2.766331238
33,-0.09657041536,2.766331238
33,-0.104610615,2.726130227
33,-0.1126508147,2.766331238
33,-0.1287312141,2.80653225
33,-0.1126508147,2.685929216
33,-0.09657041536,2.685929216
33,-0.080490016,2.685929216
33,-0.09657041536,2.685929216
33,-0.08853021568,2.886934272
33,-0.07244981632,2.886934272
33,-0.06440961664,2.927135283
33,-0.05636941696,2.927135283
33,-0.09657041536,2.846733261
33,-0.1367714138,2.80653225
33,-0.1367714138,2.80653225
33,-0.1367714138,2.80653225
33,-0.1206910144,2.80653225
33,-0.104610615,2.80653225
33,-0.09657041536,2.80653225
33,-0.08853021568,2.80653225
33,-0.06440961664,2.726130227
33,-0.080490016,2.726130227
